line_number,line_text,speaker,norm_speaker,eng_speaker
1020,"θεοὶ παρʼ ἡμῶν οὐδὲ μηρίων φλόγα,",Τειρεσίας,Τειρεσιας,Teiresias
1021,οὐδʼ ὄρνις εὐσήμους ἀπορροιβδεῖ βοάς,Τειρεσίας,Τειρεσιας,Teiresias
1022,ἀνδροφθόρου βεβρῶτες αἵματος λίπος.,Τειρεσίας,Τειρεσιας,Teiresias
1023,"ταῦτʼ οὖν, τέκνον, φρόνησον. ἀνθρώποισι γὰρ",Τειρεσίας,Τειρεσιας,Teiresias
1024,τοῖς πᾶσι κοινόν ἐστι τοὐξαμαρτάνειν·,Τειρεσίας,Τειρεσιας,Teiresias
1025,"ἐπεὶ δʼ ἁμάρτῃ, κεῖνος οὐκέτʼ ἔστʼ ἀνὴρ",Τειρεσίας,Τειρεσιας,Teiresias
1026,"ἄβουλος οὐδʼ ἄνολβος, ὅστις ἐς κακὸν",Τειρεσίας,Τειρεσιας,Teiresias
1027,πεσὼν ἀκῆται μηδʼ ἀκίνητος πέλῃ.,Τειρεσίας,Τειρεσιας,Teiresias
1028,αὐθαδία τοι σκαιότητʼ ὀφλισκάνει.,Τειρεσίας,Τειρεσιας,Teiresias
1029,ἀλλʼ εἶκε τῷ θανόντι μηδʼ ὀλωλότα,Τειρεσίας,Τειρεσιας,Teiresias
1030,κέντει· τίς ἀλκὴ τὸν θανόντʼ ἐπικτανεῖν;,Τειρεσίας,Τειρεσιας,Teiresias
1031,εὖ σοι φρονήσας εὖ λέγω. τὸ μανθάνειν δʼ,Τειρεσίας,Τειρεσιας,Teiresias
1032,"ἥδιστον εὖ λέγοντος, εἰ κέρδος λέγοι.",Τειρεσίας,Τειρεσιας,Teiresias
1033,"ὦ πρέσβυ, πάντες ὥστε τοξόται σκοποῦ",Κρέων,Κρεων,Krewn
1034,"τοξεύετʼ ἀνδρὸς τοῦδε, κοὐδὲ μαντικῆς",Κρέων,Κρεων,Krewn
1035,ἄπρακτος ὑμῖν εἰμι· τῶν δʼ ὑπαὶ γένους,Κρέων,Κρεων,Krewn
1036,ἐξημπόλημαι κἀμπεφόρτισμαι πάλαι.,Κρέων,Κρεων,Krewn
1037,"κερδαίνετʼ, ἐμπολᾶτε τἀπὸ Σάρδεων",Κρέων,Κρεων,Krewn
1038,"ἤλεκτρον, εἰ βούλεσθε, καὶ τὸν Ἰνδικὸν",Κρέων,Κρεων,Krewn
1039,"χρυσόν· τάφῳ δʼ ἐκεῖνον οὐχὶ κρύψετε,",Κρέων,Κρεων,Krewn
1040,οὐδʼ εἰ θέλουσʼ οἱ Ζηνὸς αἰετοὶ βορὰν,Κρέων,Κρεων,Krewn
1041,"φέρειν νιν ἁρπάζοντες ἐς Διὸς θρόνους,",Κρέων,Κρεων,Krewn
1042,οὐδʼ ὣς μίασμα τοῦτο μὴ τρέσας ἐγὼ,Κρέων,Κρεων,Krewn
1043,θάπτειν παρήσω κεῖνον· εὖ γὰρ οἶδʼ ὅτι,Κρέων,Κρεων,Krewn
1044,θεοὺς μιαίνειν οὔτις ἀνθρώπων σθένει.,Κρέων,Κρεων,Krewn
1045,"πίπτουσι δʼ, ὦ γεραιὲ Τειρεσία, βροτῶν",Κρέων,Κρεων,Krewn
1046,"χοἰ πολλὰ δεινοὶ πτώματʼ αἴσχρʼ, ὅταν λόγους",Κρέων,Κρεων,Krewn
1047,αἰσχροὺς καλῶς λέγωσι τοῦ κέρδους χάριν.,Κρέων,Κρεων,Krewn
1048,φεῦ.,Τειρεσίας,Τειρεσιας,Teiresias
1048a,"ἆρʼ οἶδεν ἀνθρώπων τις, ἆρα φράζεται,",Τειρεσίας,Τειρεσιας,Teiresias
1049,τί χρῆμα; ποῖον τοῦτο πάγκοινον λέγεις;,Κρέων,Κρεων,Krewn
1050,ὅσῳ κράτιστον κτημάτων εὐβουλία;,Τειρεσίας,Τειρεσιας,Teiresias
1051,"ὅσῳπερ, οἶμαι, μὴ φρονεῖν πλείστη βλάβη.",Κρέων,Κρεων,Krewn
1052,ταύτης σὺ μέντοι τῆς νόσου πλήρης ἔφυς.,Τειρεσίας,Τειρεσιας,Teiresias
1053,οὐ βούλομαι τὸν μάντιν ἀντειπεῖν κακῶς.,Κρέων,Κρεων,Krewn
1054,"καὶ μὴν λέγεις, ψευδῆ με θεσπίζειν λέγων.",Τειρεσίας,Τειρεσιας,Teiresias
1055,τὸ μαντικὸν γὰρ πᾶν φιλάργυρον γένος.,Κρέων,Κρεων,Krewn
1056,τὸ δʼ ἐκ τυράννων αἰσχροκέρδειαν φιλεῖ.,Τειρεσίας,Τειρεσιας,Teiresias
1057,ἆρʼ οἶσθα ταγοὺς ὄντας ἃν λέγῃς λέγων;,Κρέων,Κρεων,Krewn
1058,οἶδʼ· ἐξ ἐμοῦ γὰρ τήνδʼ ἔχεις σώσας πόλιν.,Τειρεσίας,Τειρεσιας,Teiresias
1059,"σοφὸς σὺ μάντις, ἀλλὰ τἀδικεῖν φιλῶν.",Κρέων,Κρεων,Krewn
1060,ὄρσεις με τἀκίνητα διὰ φρενῶν φράσαι.,Τειρεσίας,Τειρεσιας,Teiresias
1061,"κίνει, μόνον δὲ μὴ ʼπὶ κέρδεσιν λέγων.",Κρέων,Κρεων,Krewn
1062,οὕτω γὰρ ἤδη καὶ δοκῶ τὸ σὸν μέρος.,Τειρεσίας,Τειρεσιας,Teiresias
1063,ὡς μὴ ʼμπολήσων ἴσθι τὴν ἐμὴν φρένα.,Κρέων,Κρεων,Krewn
1064,ἀλλʼ εὖ γέ τοι κάτισθι μὴ πολλοὺς ἔτι,Τειρεσίας,Τειρεσιας,Teiresias
1065,"τρόχους ἁμιλλητῆρας ἡλίου τελεῖν,",Τειρεσίας,Τειρεσιας,Teiresias
1066,ἐν οἷσι τῶν σῶν αὐτὸς ἐκ σπλάγχνων ἕνα,Τειρεσίας,Τειρεσιας,Teiresias
1067,"νέκυν νεκρῶν ἀμοιβὸν ἀντιδοὺς ἔσει,",Τειρεσίας,Τειρεσιας,Teiresias
1068,ἀνθʼ ὧν ἔχεις μὲν τῶν ἄνω βαλὼν κάτω,Τειρεσίας,Τειρεσιας,Teiresias
1069,"ψυχήν τʼ ἀτίμως ἐν τάφῳ κατῴκισας,",Τειρεσίας,Τειρεσιας,Teiresias
1070,ἔχεις δὲ τῶν κάτωθεν ἐνθάδʼ αὖ θεῶν,Τειρεσίας,Τειρεσιας,Teiresias
1071,"ἄμοιρον, ἀκτέριστον, ἀνόσιον νέκυν.",Τειρεσίας,Τειρεσιας,Teiresias
1072,ὧν οὔτε σοὶ μέτεστιν οὔτε τοῖς ἄνω,Τειρεσίας,Τειρεσιας,Teiresias
1073,"θεοῖσιν, ἀλλʼ ἐκ σοῦ βιάζονται τάδε.",Τειρεσίας,Τειρεσιας,Teiresias
1074,τούτων σε λωβητῆρες ὑστεροφθόροι,Τειρεσίας,Τειρεσιας,Teiresias
1075,"λοχῶσιν Ἅιδου καὶ θεῶν Ἐρινύες,",Τειρεσίας,Τειρεσιας,Teiresias
1076,ἐν τοῖσιν αὐτοῖς τοῖσδε ληφθῆναι κακοῖς.,Τειρεσίας,Τειρεσιας,Teiresias
1077,καὶ ταῦτʼ ἄθρησον εἰ κατηργυρωμένος,Τειρεσίας,Τειρεσιας,Teiresias
1078,λέγω· φανεῖ γὰρ οὐ μακροῦ χρόνου τριβὴ,Τειρεσίας,Τειρεσιας,Teiresias
1079,ἀνδρῶν γυναικῶν σοῖς δόμοις κωκύματα.,Τειρεσίας,Τειρεσιας,Teiresias
1080,"ἐχθραὶ δὲ πᾶσαι συνταράσσονται πόλεις,",Τειρεσίας,Τειρεσιας,Teiresias
1081,ὅσων σπαράγματʼ ἢ κύνες καθήγνισαν,Τειρεσίας,Τειρεσιας,Teiresias
1082,"ἢ θῆρες ἤ τις πτηνὸς οἰωνός, φέρων",Τειρεσίας,Τειρεσιας,Teiresias
1083,ἀνόσιον ὀσμὴν ἑστιοῦχον ἐς πόλιν.,Τειρεσίας,Τειρεσιας,Teiresias
1084,"τοιαῦτά σου, λυπεῖς γάρ, ὥστε τοξότης",Τειρεσίας,Τειρεσιας,Teiresias
1085,ἀφῆκα θυμῷ καρδίας τοξεύματα,Τειρεσίας,Τειρεσιας,Teiresias
1086,"βέβαια, τῶν σὺ θάλπος οὐχ ὑπεκδραμεῖ.",Τειρεσίας,Τειρεσιας,Teiresias
1087,"ὦ παῖ, σὺ δʼ ἡμᾶς ἄπαγε πρὸς δόμους, ἵνα",Τειρεσίας,Τειρεσιας,Teiresias
1088,"τὸν θυμὸν οὗτος ἐς νεωτέρους ἀφῇ,",Τειρεσίας,Τειρεσιας,Teiresias
1089,καὶ γνῷ τρέφειν τὴν γλῶσσαν ἡσυχαιτέραν,Τειρεσίας,Τειρεσιας,Teiresias
1090,τὸν νοῦν τʼ ἀμείνω τῶν φρενῶν ἢ νῦν φέρει.,Τειρεσίας,Τειρεσιας,Teiresias
1091,"ἁνήρ, ἄναξ, βέβηκε δεινὰ θεσπίσας·",Χορός,Χορος,Xoros
1092,"ἐπιστάμεσθα δʼ, ἐξ ὅτου λευκὴν ἐγὼ",Χορός,Χορος,Xoros
1093,"τήνδʼ ἐκ μελαίνης ἀμφιβάλλομαι τρίχα,",Χορός,Χορος,Xoros
1094,μή πώ ποτʼ αὐτὸν ψεῦδος ἐς πόλιν λακεῖν.,Χορός,Χορος,Xoros
1095,ἔγνωκα καὐτὸς καὶ ταράσσομαι φρένας.,Κρέων,Κρεων,Krewn
1096,"τό τʼ εἰκαθεῖν γὰρ δεινόν, ἀντιστάντα δὲ",Κρέων,Κρεων,Krewn
1097,ἄτῃ πατάξαι θυμὸν ἐν δεινῷ πάρα.,Κρέων,Κρεων,Krewn
1098,"εὐβουλίας δεῖ, παῖ Μενοικέως, λαβεῖν.",Χορός,Χορος,Xoros
1099,τί δῆτα χρὴ δρᾶν; φράζε. πείσομαι δʼ ἐγώ.,Κρέων,Κρεων,Krewn
1100,ἐλθὼν κόρην μὲν ἐκ κατώρυχος στέγης,Χορός,Χορος,Xoros
1101,"ἄνες, κτίσον δὲ τῷ προκειμένῳ, τάφον.",Χορός,Χορος,Xoros
1102,καὶ ταῦτʼ ἐπαινεῖς καὶ δοκεῖς παρεικαθεῖν;,Κρέων,Κρεων,Krewn
1103,"ὅσον γʼ, ἄναξ, τάχιστα· συντέμνουσι γὰρ",Χορός,Χορος,Xoros
1104,θεῶν ποδώκεις τοὺς κακόφρονας βλάβαι.,Χορός,Χορος,Xoros
1105,"οἴμοι· μόλις μέν, καρδίας δʼ ἐξίσταμαι",Κρέων,Κρεων,Krewn
1106,τὸ δρᾶν· ἀνάγκῃ δʼ οὐχὶ δυσμαχητέον.,Κρέων,Κρεων,Krewn
1107,δρᾶ νυν τάδʼ ἐλθὼν μηδʼ ἐπʼ ἄλλοισιν τρέπε.,Χορός,Χορος,Xoros
1108,"ὧδʼ ὡς ἔχω στείχοιμʼ ἄν· ἴτʼ ἴτʼ ὀπάονες,",Κρέων,Κρεων,Krewn
1109,"οἵ τʼ ὄντες οἵ τʼ ἀπόντες, ἀξίνας χεροῖν",Κρέων,Κρεων,Krewn
1110,ὁρμᾶσθʼ ἑλόντες εἰς ἐπόψιον τόπον.,Κρέων,Κρεων,Krewn
1111,"ἐγὼ δʼ, ἐπειδὴ δόξα τῇδʼ ἐπεστράφη,",Κρέων,Κρεων,Krewn
1112,αὐτός τʼ ἔδησα καὶ παρὼν ἐκλύσομαι.,Κρέων,Κρεων,Krewn
1113,δέδοικα γὰρ μὴ τοὺς καθεστῶτας νόμους,Κρέων,Κρεων,Krewn
1114,ἄριστον ᾖ σῴζοντα τὸν βίον τελεῖν.,Κρέων,Κρεων,Krewn
1115,"πολυώνυμε, Καδμείας νύμφας ἄγαλμα",Χορός,Χορος,Xoros
1116,καὶ Διὸς βαρυβρεμέτα,Χορός,Χορος,Xoros
1117,"γένος, κλυτὰν ὃς ἀμφέπεις",Χορός,Χορος,Xoros
1118,"Ἰταλίαν, μέδεις δὲ",Χορός,Χορος,Xoros
1119,"παγκοίνοις, Ἐλευσινίας",Χορός,Χορος,Xoros
1120,"Δῃοῦς ἐν κόλποις, Βακχεῦ Βακχᾶν",Χορός,Χορος,Xoros
1121,ὁ ματρόπολιν Θήβαν,Χορός,Χορος,Xoros
1122,ναιετῶν παρʼ ὑγρῶν,Χορός,Χορος,Xoros
1125,Ἰσμηνοῦ ῥείθρων ἀγρίου τʼ ἐπὶ σπορᾷ δράκοντος.,Χορός,Χορος,Xoros
1126,σὲ δʼ ὑπὲρ διλόφου πέτρας στέροψ ὄπωπε,Χορός,Χορος,Xoros
1127,"λιγνύς, ἔνθα Κωρύκιαι",Χορός,Χορος,Xoros
1128,"στείχουσι νύμφαι Βακχίδες,",Χορός,Χορος,Xoros
1130,Κασταλίας τε νᾶμα.,Χορός,Χορος,Xoros
1131,καί σε Νυσαίων ὀρέων,Χορός,Χορος,Xoros
1132,κισσήρεις ὄχθαι χλωρά τʼ ἀκτὰ,Χορός,Χορος,Xoros
1133,"πολυστάφυλος πέμπει,",Χορός,Χορος,Xoros
1134,ἀμβρότων ἐπέων,Χορός,Χορος,Xoros
1135,εὐαζόντων Θηβαΐας ἐπισκοποῦντʼ ἀγυιάς·,Χορός,Χορος,Xoros
1137,τὰν ἐκ πᾶσαι τιμᾷς ὑπερτάταν πόλεων,Χορός,Χορος,Xoros
1138,ματρὶ σὺν κεραυνίᾳ·,Χορός,Χορος,Xoros
1140,"καὶ νῦν, ὡς βιαίας ἔχεται",Χορός,Χορος,Xoros
1141,"πάνδαμος πόλις ἐπὶ νόσου,",Χορός,Χορος,Xoros
1142,μολεῖν καθαρσίῳ ποδὶ Παρνασίαν ὑπὲρ κλιτὺν,Χορός,Χορος,Xoros
1145,ἢ στονόεντα πορθμόν.,Χορός,Χορος,Xoros
1146,"ἰὼ πῦρ πνειόντων χοράγʼ ἄστρων, νυχίων",Χορός,Χορος,Xoros
1147,"φθεγμάτων ἐπίσκοπε,",Χορός,Χορος,Xoros
1148,"παῖ Διὸς γένεθλον, προφάνηθʼ,",Χορός,Χορος,Xoros
1150,"ὦναξ, σαῖς ἅμα περιπόλοις",Χορός,Χορος,Xoros
1151,"Θυίαισιν, αἵ σε μαινόμεναι πάννυχοι χορεύουσι",Χορός,Χορος,Xoros
1152,τὸν ταμίαν Ἴακχον.,Χορός,Χορος,Xoros
1155,"Κάδμου πάροικοι καὶ δόμων Ἀμφίονος,",Ἄγγελος,Αγγελος,Aggelos
1156,οὐκ ἔσθʼ ὁποῖον στάντʼ ἂν ἀνθρώπου βίον,Ἄγγελος,Αγγελος,Aggelos
1157,οὔτʼ αἰνέσαιμʼ ἂν οὔτε μεμψαίμην ποτέ.,Ἄγγελος,Αγγελος,Aggelos
1158,τύχη γὰρ ὀρθοῖ καὶ τύχη καταρρέπει,Ἄγγελος,Αγγελος,Aggelos
1159,τὸν εὐτυχοῦντα τόν τε δυστυχοῦντʼ ἀεί·,Ἄγγελος,Αγγελος,Aggelos
1160,καὶ μάντις οὐδεὶς τῶν καθεστώτων βροτοῖς.,Ἄγγελος,Αγγελος,Aggelos
1161,"Κρέων γὰρ ἦν ζηλωτός, ὡς ἐμοί, ποτέ,",Ἄγγελος,Αγγελος,Aggelos
1162,σώσας μὲν ἐχθρῶν τήνδε Καδμείαν χθόνα,Ἄγγελος,Αγγελος,Aggelos
1163,λαβών τε χώρας παντελῆ μοναρχίαν,Ἄγγελος,Αγγελος,Aggelos
1164,"ηὔθυνε, θάλλων εὐγενεῖ τέκνων σπορᾷ·",Ἄγγελος,Αγγελος,Aggelos
1165,καὶ νῦν ἀφεῖται πάντα. τὰς γὰρ ἡδονὰς,Ἄγγελος,Αγγελος,Aggelos
1166,"ὅταν προδῶσιν ἄνδρες, οὐ τίθημʼ ἐγὼ",Ἄγγελος,Αγγελος,Aggelos
1167,"ζῆν τοῦτον, ἀλλʼ ἔμψυχον ἡγοῦμαι νεκρόν.",Ἄγγελος,Αγγελος,Aggelos
1168,"πλούτει τε γὰρ κατʼ οἶκον, εἰ βούλει, μέγα",Ἄγγελος,Αγγελος,Aggelos
1169,καὶ ζῆ τύραννον σχῆμʼ ἔχων· ἐὰν δʼ ἀπῇ,Ἄγγελος,Αγγελος,Aggelos
1170,"τούτων τὸ χαίρειν, τἄλλʼ ἐγὼ καπνοῦ σκιᾶς",Ἄγγελος,Αγγελος,Aggelos
1171,οὐκ ἂν πριαίμην ἀνδρὶ πρὸς τὴν ἡδονήν.,Ἄγγελος,Αγγελος,Aggelos
1172,τί δʼ αὖ τόδʼ ἄχθος βασιλέων ἥκεις φέρων;,Χορός,Χορος,Xoros
1173,τεθνᾶσιν. οἱ δὲ ζῶντες αἴτιοι θανεῖν.,Ἄγγελος,Αγγελος,Aggelos
1174,καὶ τίς φονεύει; τίς δʼ ὁ κείμενος; λέγε.,Χορός,Χορος,Xoros
1175,Αἵμων ὄλωλεν· αὐτόχειρ δʼ αἱμάσσεται.,Ἄγγελος,Αγγελος,Aggelos
1176,πότερα πατρῴας ἢ πρὸς οἰκείας χερός;,Χορός,Χορος,Xoros
1177,"αὐτὸς πρὸς αὑτοῦ, πατρὶ μηνίσας φόνου.",Ἄγγελος,Αγγελος,Aggelos
1178,"ὦ μάντι, τοὔπος ὡς ἄρʼ ὀρθὸν ἤνυσας.",Χορός,Χορος,Xoros
1179,ὡς ὧδʼ ἐχόντων τἄλλα βουλεύειν πάρα.,Ἄγγελος,Αγγελος,Aggelos
1180,καὶ μὴν ὁρῶ τάλαιναν Εὐρυδίκην ὁμοῦ,Χορός,Χορος,Xoros
1181,δάμαρτα τὴν Κρέοντος. ἐκ δὲ δωμάτων,Χορός,Χορος,Xoros
1182,ἤτοι κλύουσα παιδὸς ἢ τύχῃ πάρα.,Χορός,Χορος,Xoros
1183,"ὦ πάντες ἀστοί, τῶν λόγων ἐπῃσθόμην",Εὐρυδίκη,Ευρυδικη,Eurudikh
1184,"πρὸς ἔξοδον στείχουσα, Παλλάδος θεᾶς",Εὐρυδίκη,Ευρυδικη,Eurudikh
1185,ὅπως ἱκοίμην εὐγμάτων προσήγορος.,Εὐρυδίκη,Ευρυδικη,Eurudikh
1186,καὶ τυγχάνω τε κλῇθρʼ ἀνασπαστοῦ πύλης,Εὐρυδίκη,Ευρυδικη,Eurudikh
1187,"χαλῶσα, καί με φθόγγος οἰκείου κακοῦ",Εὐρυδίκη,Ευρυδικη,Eurudikh
1188,βάλλει διʼ ὤτων· ὑπτία δὲ κλίνομαι,Εὐρυδίκη,Ευρυδικη,Eurudikh
1189,δείσασα πρὸς δμωαῖσι κἀποπλήσσομαι.,Εὐρυδίκη,Ευρυδικη,Eurudikh
1190,ἀλλʼ ὅστις ἦν ὁ μῦθος αὖθις εἴπατε·,Εὐρυδίκη,Ευρυδικη,Eurudikh
1191,κακῶν γὰρ οὐκ ἄπειρος οὖσʼ ἀκούσομαι.,Εὐρυδίκη,Ευρυδικη,Eurudikh
1192,"ἐγώ, φίλη δέσποινα, καὶ παρὼν ἐρῶ",Ἄγγελος,Αγγελος,Aggelos
1193,κοὐδὲν παρήσω τῆς ἀληθείας ἔπος.,Ἄγγελος,Αγγελος,Aggelos
1194,τί γάρ σε μαλθάσσοιμʼ ἂν ὧν ἐς ὕστερον,Ἄγγελος,Αγγελος,Aggelos
1195,ψεῦσται φανούμεθʼ; ὀρθὸν ἁλήθειʼ ἀεί.,Ἄγγελος,Αγγελος,Aggelos
1196,ἐγὼ δὲ σῷ ποδαγὸς ἑσπόμην πόσει,Ἄγγελος,Αγγελος,Aggelos
1197,"πεδίον ἐπʼ ἄκρον, ἔνθʼ ἔκειτο νηλεὲς",Ἄγγελος,Αγγελος,Aggelos
1198,κυνοσπάρακτον σῶμα Πολυνείκους ἔτι·,Ἄγγελος,Αγγελος,Aggelos
1199,"καὶ τὸν μέν, αἰτήσαντες ἐνοδίαν θεὸν",Ἄγγελος,Αγγελος,Aggelos
1200,Πλούτωνά τʼ ὀργὰς εὐμενεῖς κατασχεθεῖν,Ἄγγελος,Αγγελος,Aggelos
1201,"λούσαντες ἁγνὸν λουτρόν, ἐν νεοσπάσιν",Ἄγγελος,Αγγελος,Aggelos
1202,"θαλλοῖς ὃ δὴ 'λέλειπτο συγκατῄθομεν,",Ἄγγελος,Αγγελος,Aggelos
1203,καὶ τύμβον ὀρθόκρανον οἰκείας χθονὸς,Ἄγγελος,Αγγελος,Aggelos
1204,χώσαντες αὖθις πρὸς λιθόστρωτον κόρης,Ἄγγελος,Αγγελος,Aggelos
1205,νυμφεῖον Ἅιδου κοῖλον εἰσεβαίνομεν.,Ἄγγελος,Αγγελος,Aggelos
1206,φωνῆς δʼ ἄπωθεν ὀρθίων κωκυμάτων,Ἄγγελος,Αγγελος,Aggelos
1207,"κλύει τις ἀκτέριστον ἀμφὶ παστάδα,",Ἄγγελος,Αγγελος,Aggelos
1208,καὶ δεσπότῃ Κρέοντι σημαίνει μολών.,Ἄγγελος,Αγγελος,Aggelos
1209,τῷ δʼ ἀθλίας ἄσημα περιβαίνει βοῆς,Ἄγγελος,Αγγελος,Aggelos
1210,"ἕρποντι μᾶλλον ἆσσον, οἰμώξας δʼ ἔπος",Ἄγγελος,Αγγελος,Aggelos
1211,"ἵησι δυσθρήνητον· ὦ τάλας ἐγώ,",Ἄγγελος,Αγγελος,Aggelos
1212,ἆρʼ εἰμὶ μάντις; ἆρα δυστυχεστάτην,Ἄγγελος,Αγγελος,Aggelos
1213,κέλευθον ἕρπω τῶν παρελθουσῶν ὁδῶν;,Ἄγγελος,Αγγελος,Aggelos
1214,"παιδός με σαίνει φθόγγος. ἀλλὰ πρόσπολοι,",Ἄγγελος,Αγγελος,Aggelos
1215,ἴτʼ ἆσσον ὠκεῖς καὶ παραστάντες τάφῳ,Ἄγγελος,Αγγελος,Aggelos
1216,"ἀθρήσαθʼ, ἁρμὸν χώματος λιθοσπαδῆ",Ἄγγελος,Αγγελος,Aggelos
1217,"δύντες πρὸς αὐτὸ στόμιον, εἰ τὸν Αἵμονος",Ἄγγελος,Αγγελος,Aggelos
1218,φθόγγον συνίημʼ ἢ θεοῖσι κλέπτομαι.,Ἄγγελος,Αγγελος,Aggelos
1219,τάδʼ ἐξ ἀθύμου δεσπότου κελευσμάτων,Ἄγγελος,Αγγελος,Aggelos
1220,ἠθροῦμεν· ἐν δὲ λοισθίῳ τυμβεύματι,Ἄγγελος,Αγγελος,Aggelos
1221,"τὴν μὲν κρεμαστὴν αὐχένος κατείδομεν,",Ἄγγελος,Αγγελος,Aggelos
1222,"βρόχῳ μιτώδει σινδόνος καθημμένην,",Ἄγγελος,Αγγελος,Aggelos
1223,"τὸν δʼ ἀμφὶ μέσσῃ περιπετῆ προσκείμενον,",Ἄγγελος,Αγγελος,Aggelos
1224,εὐνῆς ἀποιμώζοντα τῆς κάτω φθορὰν,Ἄγγελος,Αγγελος,Aggelos
1225,καὶ πατρὸς ἔργα καὶ τὸ δύστηνον λέχος.,Ἄγγελος,Αγγελος,Aggelos
1226,"ὁ δʼ ὡς ὁρᾷ σφε, στυγνὸν οἰμώξας ἔσω",Ἄγγελος,Αγγελος,Aggelos
1227,χωρεῖ πρὸς αὐτὸν κἀνακωκύσας καλεῖ·,Ἄγγελος,Αγγελος,Aggelos
1228,"ὦ τλῆμον, οἷον ἔργον εἴργασαι· τίνα",Ἄγγελος,Αγγελος,Aggelos
1229,νοῦν ἔσχες; ἐν τῷ συμφορᾶς διεφθάρης;,Ἄγγελος,Αγγελος,Aggelos
1230,"ἔξελθε, τέκνον, ἱκέσιός σε λίσσομαι.",Ἄγγελος,Αγγελος,Aggelos
1231,"τὸν δʼ ἀγρίοις ὄσσοισι παπτήνας ὁ παῖς,",Ἄγγελος,Αγγελος,Aggelos
1232,"πτύσας προσώπῳ κοὐδὲν ἀντειπών, ξίφους",Ἄγγελος,Αγγελος,Aggelos
1233,ἕλκει διπλοῦς κνώδοντας. ἐκ δʼ ὁρμωμένου,Ἄγγελος,Αγγελος,Aggelos
1234,πατρὸς φυγαῖσιν ἤμπλακʼ· εἶθʼ ὁ δύσμορος,Ἄγγελος,Αγγελος,Aggelos
1235,"αὑτῷ χολωθείς, ὥσπερ εἶχʼ, ἐπενταθεὶς",Ἄγγελος,Αγγελος,Aggelos
1236,"ἤρεισε πλευραῖς μέσσον ἔγχος, ἐς δʼ ὑγρὸν",Ἄγγελος,Αγγελος,Aggelos
1237,ἀγκῶνʼ ἔτʼ ἔμφρων παρθένῳ προσπτύσσεται.,Ἄγγελος,Αγγελος,Aggelos
1238,καὶ φυσιῶν ὀξεῖαν ἐκβάλλει ῥοὴν,Ἄγγελος,Αγγελος,Aggelos
1239,λευκῇ παρειᾷ φοινίου σταλάγματος.,Ἄγγελος,Αγγελος,Aggelos
1240,"κεῖται δὲ νεκρὸς περὶ νεκρῷ, τὰ νυμφικὰ",Ἄγγελος,Αγγελος,Aggelos
1241,"τέλη λαχὼν δείλαιος εἰν Ἅιδου δόμοις,",Ἄγγελος,Αγγελος,Aggelos
1242,δείξας ἐν ἀνθρώποισι τὴν ἀβουλίαν,Ἄγγελος,Αγγελος,Aggelos
1243,ὅσῳ μέγιστον ἀνδρὶ πρόσκειται κακόν.,Ἄγγελος,Αγγελος,Aggelos
1244,τί τοῦτʼ ἂν εἰκάσειας; ἡ γυνὴ πάλιν,Χορός,Χορος,Xoros
1245,"φρούδη, πρὶν εἰπεῖν ἐσθλὸν ἢ κακὸν λόγον.",Χορός,Χορος,Xoros
1246,καὐτὸς τεθάμβηκʼ· ἐλπίσιν δὲ βόσκομαι,Ἄγγελος,Αγγελος,Aggelos
1247,ἄχη τέκνου κλύουσαν ἐς πόλιν γόους,Ἄγγελος,Αγγελος,Aggelos
1248,"οὐκ ἀξιώσειν, ἀλλʼ ὑπὸ στέγης ἔσω",Ἄγγελος,Αγγελος,Aggelos
1249,δμωαῖς προθήσειν πένθος οἰκεῖον στένειν.,Ἄγγελος,Αγγελος,Aggelos
1250,"γνώμης γὰρ οὐκ ἄπειρος, ὥσθʼ ἁμαρτάνειν.",Ἄγγελος,Αγγελος,Aggelos
1251,οὐκ οἶδʼ· ἐμοὶ δʼ οὖν ἥ τʼ ἄγαν σιγὴ βαρὺ,Χορός,Χορος,Xoros
1252,δοκεῖ προσεῖναι χἠ μάτην πολλὴ βοή.,Χορός,Χορος,Xoros
1253,"ἀλλʼ εἰσόμεσθα, μή τι καὶ κατάσχετον",Ἄγγελος,Αγγελος,Aggelos
1254,"κρυφῇ καλύπτει καρδίᾳ θυμουμένῃ,",Ἄγγελος,Αγγελος,Aggelos
1255,δόμους παραστείχοντες· εὖ γὰρ οὖν λέγεις.,Ἄγγελος,Αγγελος,Aggelos
1256,καὶ τῆς ἄγαν γάρ ἐστί που σιγῆς βάρος.,Ἄγγελος,Αγγελος,Aggelos
1257,καὶ μὴν ὅδʼ ἄναξ αὐτὸς ἐφήκει,Χορός,Χορος,Xoros
1258,"μνῆμʼ ἐπίσημον διὰ χειρὸς ἔχων,",Χορός,Χορος,Xoros
1259,"εἰ θέμις εἰπεῖν, οὐκ ἀλλοτρίαν",Χορός,Χορος,Xoros
1260,"ἄτην, ἀλλʼ αὐτὸς ἁμαρτών.",Χορός,Χορος,Xoros
1261,ἰὼ,Κρέων,Κρεων,Krewn
1261a,φρενῶν δυσφρόνων ἁμαρτήματα,Κρέων,Κρεων,Krewn
1262,"στερεὰ θανατόεντʼ,",Κρέων,Κρεων,Krewn
1263,ὦ κτανόντας τε καὶ,Κρέων,Κρεων,Krewn
1264,θανόντας βλέποντες ἐμφυλίους.,Κρέων,Κρεων,Krewn
