line_number,line_text,speaker,norm_speaker,eng_speaker
492,λυσσῶσαν αὐτὴν οὐδʼ ἐπήβολον φρενῶν.,Κρέων,Κρεων,Krewn
493,"φιλεῖ δʼ ὁ θυμὸς πρόσθεν, ᾑρῆσθαι κλοπεὺς",Κρέων,Κρεων,Krewn
494,τῶν μηδὲν ὀρθῶς ἐν σκότῳ τεχνωμένων·,Κρέων,Κρεων,Krewn
495,μισῶ γε μέντοι χὤταν ἐν κακοῖσί τις,Κρέων,Κρεων,Krewn
496,ἁλοὺς ἔπειτα τοῦτο καλλύνειν θέλῃ.,Κρέων,Κρεων,Krewn
497,θέλεις τι μεῖζον ἢ κατακτεῖναί μʼ ἑλών;,Ἀντιγόνη,Αντιγονη,Antigonh
498,ἐγὼ μὲν οὐδέν· τοῦτʼ ἔχων ἅπαντʼ ἔχω.,Κρέων,Κρεων,Krewn
499,τί δῆτα μέλλεις; ὡς ἐμοὶ τῶν σῶν λόγων,Ἀντιγόνη,Αντιγονη,Antigonh
500,ἀρεστὸν οὐδὲν μηδʼ ἀρεσθείη ποτέ·,Ἀντιγόνη,Αντιγονη,Antigonh
501,οὕτω δὲ καὶ σοὶ τἄμʼ ἀφανδάνοντʼ ἔφυ.,Ἀντιγόνη,Αντιγονη,Antigonh
502,καίτοι πόθεν κλέος γʼ ἂν εὐκλεέστερον,Ἀντιγόνη,Αντιγονη,Antigonh
503,κατέσχον ἢ τὸν αὐτάδελφον ἐν τάφῳ,Ἀντιγόνη,Αντιγονη,Antigonh
504,τιθεῖσα; τούτοις τοῦτο πᾶσιν ἁνδάνειν,Ἀντιγόνη,Αντιγονη,Antigonh
505,"λέγοιτʼ ἄν, εἰ μὴ γλῶσσαν ἐγκλῄοι φόβος.",Ἀντιγόνη,Αντιγονη,Antigonh
506,ἀλλʼ ἡ τυραννὶς πολλά τʼ ἄλλʼ εὐδαιμονεῖ,Ἀντιγόνη,Αντιγονη,Antigonh
507,κἄξεστιν αὐτῇ δρᾶν λέγειν θʼ ἃ βούλεται.,Ἀντιγόνη,Αντιγονη,Antigonh
508,σὺ τοῦτο μούνη τῶνδε Καδμείων ὁρᾷς.,Κρέων,Κρεων,Krewn
509,"ὁρῶσι χοὖτοι, σοὶ δʼ ὑπίλλουσιν στόμα.",Ἀντιγόνη,Αντιγονη,Antigonh
510,"σὺ δʼ οὐκ ἐπαιδεῖ, τῶνδε χωρὶς εἰ φρονεῖς;",Κρέων,Κρεων,Krewn
511,οὐδὲν γὰρ αἰσχρὸν τοὺς ὁμοσπλάγχνους σέβειν.,Ἀντιγόνη,Αντιγονη,Antigonh
512,οὔκουν ὅμαιμος χὠ καταντίον θανών;,Κρέων,Κρεων,Krewn
513,ὅμαιμος ἐκ μιᾶς τε καὶ ταὐτοῦ πατρός.,Ἀντιγόνη,Αντιγονη,Antigonh
514,πῶς δῆτʼ ἐκείνῳ δυσσεβῆ τιμᾷς χάριν;,Κρέων,Κρεων,Krewn
515,οὐ μαρτυρήσει ταῦθʼ ὁ κατθανὼν νέκυς.,Ἀντιγόνη,Αντιγονη,Antigonh
516,εἴ τοί σφε τιμᾷς ἐξ ἴσου τῷ δυσσεβεῖ.,Κρέων,Κρεων,Krewn
517,"οὐ γάρ τι δοῦλος, ἀλλʼ ἀδελφὸς ὤλετο.",Ἀντιγόνη,Αντιγονη,Antigonh
518,πορθῶν δὲ τήνδε γῆν· ὁ δʼ ἀντιστὰς ὕπερ.,Κρέων,Κρεων,Krewn
519,ὁμῶς ὅ γʼ Ἅιδης τοὺς νόμους τούτους ποθεῖ.,Ἀντιγόνη,Αντιγονη,Antigonh
520,ἀλλʼ οὐχ ὁ χρηστὸς τῷ κακῷ λαχεῖν ἴσος.,Κρέων,Κρεων,Krewn
521,τίς οἶδεν εἰ κάτωθεν εὐαγῆ τάδε;,Ἀντιγόνη,Αντιγονη,Antigonh
522,"οὔτοι ποθʼ οὑχθρός, οὐδʼ ὅταν θάνῃ, φίλος.",Κρέων,Κρεων,Krewn
523,"οὔτοι συνέχθειν, ἀλλὰ συμφιλεῖν ἔφυν.",Ἀντιγόνη,Αντιγονη,Antigonh
524,"κάτω νυν ἐλθοῦσʼ, εἰ φιλητέον, φίλει",Κρέων,Κρεων,Krewn
525,κείνους· ἐμοῦ δὲ ζῶντος οὐκ ἄρξει γυνή.,Κρέων,Κρεων,Krewn
526,"καὶ μὴν πρὸ πυλῶν ἥδʼ Ἰσμήνη,",Χορός,Χορος,Xoros
527,φιλάδελφα κάτω δάκρυʼ εἰβομένη·,Χορός,Χορος,Xoros
528,νεφέλη δʼ ὀφρύων ὕπερ αἱματόεν,Χορός,Χορος,Xoros
529,"ῥέθος αἰσχύνει,",Χορός,Χορος,Xoros
530,τέγγουσʼ εὐῶπα παρειάν.,Χορός,Χορος,Xoros
531,"σὺ δʼ, ἣ κατʼ οἴκους ὡς ἔχιδνʼ ὑφειμένη",Κρέων,Κρεων,Krewn
532,"λήθουσά μʼ ἐξέπινες, οὐδʼ ἐμάνθανον",Κρέων,Κρεων,Krewn
533,"τρέφων δύʼ ἄτα κἀπαναστάσεις θρόνων,",Κρέων,Κρεων,Krewn
534,"φέρʼ, εἰπὲ δή μοι, καὶ σὺ τοῦδε τοῦ τάφου",Κρέων,Κρεων,Krewn
535,"φήσεις μετασχεῖν, ἢ ʼξομεῖ τὸ μὴ εἰδέναι;",Κρέων,Κρεων,Krewn
536,"δέδρακα τοὔργον, εἴπερ ἥδʼ ὁμορροθεῖ",Ἰσμήνη,Ισμηνη,Ismhnh
537,καὶ ξυμμετίσχω καὶ φέρω τῆς αἰτίας.,Ἰσμήνη,Ισμηνη,Ismhnh
538,"ἀλλʼ οὐκ ἐάσει τοῦτό γʼ ἡ δίκη σʼ, ἐπεὶ",Ἀντιγόνη,Αντιγονη,Antigonh
539,οὔτʼ ἠθέλησας οὔτʼ ἐγὼ ʼκοινωσάμην.,Ἀντιγόνη,Αντιγονη,Antigonh
540,ἀλλʼ ἐν κακοῖς τοῖς σοῖσιν οὐκ αἰσχύνομαι,Ἰσμήνη,Ισμηνη,Ismhnh
541,ξύμπλουν ἐμαυτὴν τοῦ πάθους ποιουμένη.,Ἰσμήνη,Ισμηνη,Ismhnh
542,"ὧν τοὔργον, Ἅιδης χοἰ κάτω ξυνίστορες·",Ἀντιγόνη,Αντιγονη,Antigonh
543,λόγοις δʼ ἐγὼ φιλοῦσαν οὐ στέργω φίλην.,Ἀντιγόνη,Αντιγονη,Antigonh
544,"μήτοι, κασιγνήτη, μʼ ἀτιμάσῃς τὸ μὴ οὐ",Ἰσμήνη,Ισμηνη,Ismhnh
545,θανεῖν τε σὺν σοὶ τὸν θανόντα θʼ ἁγνίσαι.,Ἰσμήνη,Ισμηνη,Ismhnh
546,μή μοι θάνῃς σὺ κοινὰ μηδʼ ἃ μὴ ʼθιγες,Ἀντιγόνη,Αντιγονη,Antigonh
547,ποιοῦ σεαυτῆς. ἀρκέσω θνῄσκουσʼ ἐγώ.,Ἀντιγόνη,Αντιγονη,Antigonh
548,καὶ τίς βίος μοι σοῦ λελειμμένῃ φίλος;,Ἰσμήνη,Ισμηνη,Ismhnh
549,Κρέοντʼ ἐρώτα· τοῦδε γὰρ σὺ κηδεμών.,Ἀντιγόνη,Αντιγονη,Antigonh
550,"τί ταῦτʼ ἀνιᾷς μʼ, οὐδὲν ὠφελουμένη;",Ἰσμήνη,Ισμηνη,Ismhnh
551,ἀλγοῦσα μὲν δῆτʼ εἰ γελῶ γʼ ἐν σοὶ γελῶ.,Ἀντιγόνη,Αντιγονη,Antigonh
552,τί δῆτʼ ἂν ἀλλὰ νῦν σʼ ἔτʼ ὠφελοῖμʼ ἐγώ;,Ἰσμήνη,Ισμηνη,Ismhnh
553,σῶσον σεαυτήν· οὐ φθονῶ σʼ ὑπεκφυγεῖν.,Ἀντιγόνη,Αντιγονη,Antigonh
554,"οἴμοι τάλαινα, κἀμπλάκω τοῦ σοῦ μόρου;",Ἰσμήνη,Ισμηνη,Ismhnh
555,"σὺ μὲν γὰρ εἵλου ζῆν, ἐγὼ δὲ κατθανεῖν.",Ἀντιγόνη,Αντιγονη,Antigonh
556,ἀλλʼ οὐκ ἐπʼ ἀρρήτοις γε τοῖς ἐμοῖς λόγοις.,Ἰσμήνη,Ισμηνη,Ismhnh
557,"καλῶς σὺ μὲν τοῖς, τοῖς δʼ ἐγὼ ʼδόκουν φρονεῖν.",Ἀντιγόνη,Αντιγονη,Antigonh
558,καὶ μὴν ἴση νῷν ἐστιν ἡ ʼξαμαρτία.,Ἰσμήνη,Ισμηνη,Ismhnh
559,"θάρσει· σὺ μὲν ζῇς, ἡ δʼ ἐμὴ ψυχὴ πάλαι",Ἀντιγόνη,Αντιγονη,Antigonh
560,"τέθνηκεν, ὥστε τοῖς θανοῦσιν ὠφελεῖν.",Ἀντιγόνη,Αντιγονη,Antigonh
561,τὼ παῖδε φημὶ τώδε τὴν μὲν ἀρτίως,Κρέων,Κρεων,Krewn
562,"ἄνουν πεφάνθαι, τὴν δʼ ἀφʼ οὗ τὰ πρῶτʼ ἔφυ.",Κρέων,Κρεων,Krewn
563,"οὐ γάρ ποτʼ, ὦναξ, οὐδʼ ὃς ἂν βλάστῃ μένει",Ἰσμήνη,Ισμηνη,Ismhnh
564,"νοῦς τοῖς κακῶς πράσσουσιν, ἀλλʼ ἐξίσταται.",Ἰσμήνη,Ισμηνη,Ismhnh
565,"σοὶ γοῦν, ὅθʼ εἵλου σὺν κακοῖς πράσσειν κακά.",Κρέων,Κρεων,Krewn
566,τί γὰρ μόνῃ μοι τῆσδʼ ἄτερ βιώσιμον;,Ἰσμήνη,Ισμηνη,Ismhnh
567,ἀλλʼ ἥδε μέντοι μὴ λέγʼ· οὐ γὰρ ἔστʼ ἔτι.,Κρέων,Κρεων,Krewn
568,ἀλλὰ κτενεῖς νυμφεῖα τοῦ σαυτοῦ τέκνου;,Ἰσμήνη,Ισμηνη,Ismhnh
569,ἀρώσιμοι γὰρ χἀτέρων εἰσὶν γύαι.,Κρέων,Κρεων,Krewn
570,οὐχ ὥς γʼ ἐκείνῳ τῇδέ τʼ ἦν ἡρμοσμένα.,Ἰσμήνη,Ισμηνη,Ismhnh
571,κακὰς ἐγὼ γυναῖκας υἱέσι στυγῶ.,Κρέων,Κρεων,Krewn
572,"ὦ φίλταθʼ Αἷμον, ὥς σʼ ἀτιμάζει πατήρ.",Ἀντιγόνη,Αντιγονη,Antigonh
573,ἄγαν γε λυπεῖς καὶ σὺ καὶ τὸ σὸν λέχος.,Κρέων,Κρεων,Krewn
574,ἦ γὰρ στερήσεις τῆσδε τὸν σαυτοῦ γόνον;,Χορός,Χορος,Xoros
575,Ἅιδης ὁ παύσων τούσδε τοὺς γάμους ἔφυ.,Κρέων,Κρεων,Krewn
576,"δεδογμένʼ, ὡς ἔοικε, τήνδε κατθανεῖν.",Χορός,Χορος,Xoros
577,"καὶ σοί γε κἀμοί. μὴ τριβὰς ἔτʼ, ἀλλά νιν",Κρέων,Κρεων,Krewn
578,"κομίζετʼ εἴσω, δμῶες· ἐκ δὲ τοῦδε χρὴ",Κρέων,Κρεων,Krewn
579,γυναῖκας εἶναι τάσδε μηδʼ ἀνειμένας.,Κρέων,Κρεων,Krewn
580,"φεύγουσι γάρ τοι χοἰ θρασεῖς, ὅταν πέλας",Κρέων,Κρεων,Krewn
581,"ἤδη τὸν, Ἅιδην εἰσορῶσι τοῦ βίου.",Κρέων,Κρεων,Krewn
583,εὐδαίμονες οἷσι κακῶν ἄγευστος αἰών.,Χορός,Χορος,Xoros
584,"οἷς γὰρ ἂν σεισθῇ θεόθεν δόμος, ἄτας",Χορός,Χορος,Xoros
585,οὐδὲν ἐλλείπει γενεᾶς ἐπὶ πλῆθος ἕρπον·,Χορός,Χορος,Xoros
586,ὅμοιον ὥστε ποντίαις οἶδμα δυσπνόοις ὅταν,Χορός,Χορος,Xoros
587,"Θρῄσσαισιν ἔρεβος ὕφαλον ἐπιδράμῃ πνοαῖς,",Χορός,Χορος,Xoros
590,κυλίνδει βυσσόθεν κελαινὰν θῖνα καὶ,Χορός,Χορος,Xoros
591,"δυσάνεμοι, στόνῳ βρέμουσι δʼ ἀντιπλῆγες ἀκταί.",Χορός,Χορος,Xoros
593,ἀρχαῖα τὰ Λαβδακιδᾶν οἴκων ὁρῶμαι,Χορός,Χορος,Xoros
595,"πήματα φθιτῶν ἐπὶ πήμασι πίπτοντʼ,",Χορός,Χορος,Xoros
596,"οὐδʼ ἀπαλλάσσει γενεὰν γένος, ἀλλʼ ἐρείπει",Χορός,Χορος,Xoros
597,"θεῶν τις, οὐδʼ ἔχει λύσιν. νῦν γὰρ ἐσχάτας ὑπὲρ",Χορός,Χορος,Xoros
600,"ῥίζας ὃ τέτατο φάος ἐν Οἰδίπου δόμοις,",Χορός,Χορος,Xoros
601,κατʼ αὖ νιν φοινία θεῶν τῶν νερτέρων,Χορός,Χορος,Xoros
602,ἀμᾷ κόνις λόγου τʼ ἄνοια καὶ φρενῶν ἐρινύς.,Χορός,Χορος,Xoros
605,"τεάν, Ζεῦ, δύνασιν τίς ἀνδρῶν ὑπερβασία κατάσχοι;",Χορός,Χορος,Xoros
606,"τὰν οὔθʼ ὕπνος αἱρεῖ ποθʼ ὁ πάντʼ ἀγρεύων,",Χορός,Χορος,Xoros
607,"οὔτε θεῶν ἄκματοι μῆνες, ἀγήρῳ δὲ χρόνῳ",Χορός,Χορος,Xoros
610,δυνάστας κατέχεις Ὀλύμπου μαρμαρόεσσαν αἴγλαν.,Χορός,Χορος,Xoros
611,τό τʼ ἔπειτα καὶ τὸ μέλλον,Χορός,Χορος,Xoros
612,καὶ τὸ πρὶν ἐπαρκέσει,Χορός,Χορος,Xoros
613,"νόμος ὅδʼ, οὐδὲν ἕρπει",Χορός,Χορος,Xoros
614,θνατῶν βιότῳ πάμπολύ γʼ ἐκτὸς ἄτας.,Χορός,Χορος,Xoros
615,"ἁ γὰρ δὴ πολύπλαγκτος ἐλπὶς πολλοῖς μὲν ὄνασις ἀνδρῶν,",Χορός,Χορος,Xoros
616,πολλοῖς δʼ ἀπάτα κουφονόων ἐρώτων·,Χορός,Χορος,Xoros
617,"εἰδότι δʼ οὐδὲν ἕρπει, πρὶν πυρὶ θερμῷ πόδα τις",Χορός,Χορος,Xoros
620,προσαύσῃ. σοφίᾳ γὰρ ἔκ του κλεινὸν ἔπος πέφανται.,Χορός,Χορος,Xoros
621,τὸ κακὸν δοκεῖν ποτʼ ἐσθλὸν,Χορός,Χορος,Xoros
622,τῷδʼ ἔμμεν ὅτῳ φρένας,Χορός,Χορος,Xoros
623,θεὸς ἄγει πρὸς ἄταν·,Χορός,Χορος,Xoros
625,πράσσει δʼ ὀλίγιστον χρόνον ἐκτὸς ἄτας.,Χορός,Χορος,Xoros
626,"ὅδε μὴν Αἵμων, παίδων τῶν σῶν",Χορός,Χορος,Xoros
627,νέατον γέννημʼ· ἆρʼ ἀχνύμενος,Χορός,Χορος,Xoros
628,"τάλιδος ἥκει μόρον Ἀντιγόνης,",Χορός,Χορος,Xoros
630,ἀπάτης λεχέων ὑπεραλγῶν;,Χορός,Χορος,Xoros
631,τάχʼ εἰσόμεσθα μάντεων ὑπέρτερον.,Κρέων,Κρεων,Krewn
632,"ὦ παῖ, τελείαν ψῆφον ἆρα μὴ κλύων",Κρέων,Κρεων,Krewn
633,τῆς μελλονύμφου πατρὶ λυσσαίνων πάρει;,Κρέων,Κρεων,Krewn
634,"ἢ σοὶ μὲν ἡμεῖς πανταχῇ, δρῶντες φίλοι;",Κρέων,Κρεων,Krewn
635,"πάτερ, σός εἰμι, καὶ σύ μοι γνώμας ἔχων",Αἵμων,Αιμων,Aimwn
636,"χρηστὰς ἀπορθοῖς, αἷς ἔγωγʼ ἐφέψομαι.",Αἵμων,Αιμων,Aimwn
637,ἐμοὶ γὰρ οὐδεὶς ἀξιώσεται γάμος,Αἵμων,Αιμων,Aimwn
638,μείζων φέρεσθαι σοῦ καλῶς ἡγουμένου.,Αἵμων,Αιμων,Aimwn
639,"οὕτω γάρ, ὦ παῖ, χρὴ διὰ στέρνων ἔχειν,",Κρέων,Κρεων,Krewn
640,γνώμης πατρῴας πάντʼ ὄπισθεν ἑστάναι.,Κρέων,Κρεων,Krewn
641,τούτου γὰρ οὕνεκʼ ἄνδρες εὔχονται γονὰς,Κρέων,Κρεων,Krewn
642,"κατηκόους φύσαντες ἐν δόμοις ἔχειν,",Κρέων,Κρεων,Krewn
643,ὡς καὶ τὸν ἐχθρὸν ἀνταμύνωνται κακοῖς,Κρέων,Κρεων,Krewn
644,καὶ τὸν φίλον τιμῶσιν ἐξ ἴσου πατρί.,Κρέων,Κρεων,Krewn
645,"ὅστις δʼ ἀνωφέλητα φιτύει τέκνα,",Κρέων,Κρεων,Krewn
646,τί τόνδʼ ἂν εἴποις ἄλλο πλὴν αὑτῷ πόνους,Κρέων,Κρεων,Krewn
647,"φῦσαι, πολὺν δὲ τοῖσιν ἐχθροῖσιν γέλων;",Κρέων,Κρεων,Krewn
648,"μή νύν ποτʼ, ὦ παῖ, τὰς φρένας ὑφʼ ἡδονῆς",Κρέων,Κρεων,Krewn
649,"γυναικὸς οὕνεκʼ ἐκβάλῃς, εἰδὼς ὅτι",Κρέων,Κρεων,Krewn
650,"ψυχρὸν παραγκάλισμα τοῦτο γίγνεται,",Κρέων,Κρεων,Krewn
651,γυνὴ κακὴ ξύνευνος ἐν δόμοις. τί γὰρ,Κρέων,Κρεων,Krewn
652,γένοιτʼ ἂν ἕλκος μεῖζον ἢ φίλος κακός;,Κρέων,Κρεων,Krewn
653,ἀλλὰ πτύσας ὡσεί τε δυσμενῆ μέθες,Κρέων,Κρεων,Krewn
654,τὴν παῖδʼ ἐν Ἅιδου τήνδε νυμφεύειν τινί.,Κρέων,Κρεων,Krewn
655,ἐπεὶ γὰρ αὐτὴν εἷλον ἐμφανῶς ἐγὼ,Κρέων,Κρεων,Krewn
656,"πόλεως ἀπιστήσασαν ἐκ πάσης μόνην,",Κρέων,Κρεων,Krewn
657,"ψευδῆ γʼ ἐμαυτὸν οὐ καταστήσω πόλει,",Κρέων,Κρεων,Krewn
658,ἀλλὰ κτενῶ. πρὸς ταῦτʼ ἐφυμνείτω Δία,Κρέων,Κρεων,Krewn
659,ξύναιμον. εἰ γὰρ δὴ τά γʼ ἐγγενῆ φύσει,Κρέων,Κρεων,Krewn
660,"ἄκοσμα θρέψω, κάρτα τοὺς ἔξω γένους",Κρέων,Κρεων,Krewn
661,ἐν τοῖς γὰρ οἰκείοισιν ὅστις ἔστʼ ἀνὴρ,Κρέων,Κρεων,Krewn
662,"χρηστός, φανεῖται κἀν πόλει δίκαιος ὤν.",Κρέων,Κρεων,Krewn
663,ὅστις δʼ ὑπερβὰς ἢ νόμους βιάζεται,Κρέων,Κρεων,Krewn
664,"ἢ τοὐπιτάσσειν τοῖς κρατύνουσιν νοεῖ,",Κρέων,Κρεων,Krewn
665,οὐκ ἔστʼ ἐπαίνου τοῦτον ἐξ ἐμοῦ τυχεῖν.,Κρέων,Κρεων,Krewn
666,ἀλλʼ ὃν πόλις στήσειε τοῦδε χρὴ κλύειν,Κρέων,Κρεων,Krewn
667,καὶ σμικρὰ καὶ δίκαια καὶ τἀναντία.,Κρέων,Κρεων,Krewn
668,καὶ τοῦτον ἂν τὸν ἄνδρα θαρσοίην ἐγὼ,Κρέων,Κρεων,Krewn
669,"καλῶς μὲν ἄρχειν, εὖ δʼ ἂν ἄρχεσθαι θέλειν,",Κρέων,Κρεων,Krewn
670,δορός τʼ ἂν ἐν χειμῶνι προστεταγμένον,Κρέων,Κρεων,Krewn
671,μένειν δίκαιον κἀγαθὸν παραστάτην.,Κρέων,Κρεων,Krewn
672,ἀναρχίας δὲ μεῖζον οὐκ ἔστιν κακόν.,Κρέων,Κρεων,Krewn
673,"αὕτη πόλεις ὄλλυσιν, ἥδʼ ἀναστάτους",Κρέων,Κρεων,Krewn
674,"οἴκους τίθησιν, ἥδε συμμάχου δορὸς",Κρέων,Κρεων,Krewn
675,τροπὰς καταρρήγνυσι· τῶν δʼ ὀρθουμένων,Κρέων,Κρεων,Krewn
676,σῴζει τὰ πολλὰ σώμαθʼ ἡ πειθαρχία.,Κρέων,Κρεων,Krewn
677,"οὕτως ἀμυντέʼ ἐστὶ τοῖς κοσμουμένοις,",Κρέων,Κρεων,Krewn
678,κοὔτοι γυναικὸς οὐδαμῶς ἡσσητέα.,Κρέων,Κρεων,Krewn
679,"κρεῖσσον γάρ, εἴπερ δεῖ, πρὸς ἀνδρὸς ἐκπεσεῖν,",Κρέων,Κρεων,Krewn
680,κοὐκ ἂν γυναικῶν ἥσσονες καλοίμεθʼ ἄν.,Κρέων,Κρεων,Krewn
681,"ἡμῖν μέν, εἰ μὴ τῷ χρόνῳ κεκλέμμεθα,",Χορός,Χορος,Xoros
682,λέγειν φρονούντως ὧν λέγεις δοκεῖς πέρι.,Χορός,Χορος,Xoros
683,"πάτερ, θεοὶ φύουσιν ἀνθρώποις φρένας,",Αἵμων,Αιμων,Aimwn
684,πάντων ὅσʼ ἐστὶ κτημάτων ὑπέρτατον.,Αἵμων,Αιμων,Aimwn
685,"ἐγὼ δʼ ὅπως σὺ μὴ λέγεις ὀρθῶς τάδε,",Αἵμων,Αιμων,Aimwn
686,οὔτʼ ἂν δυναίμην μήτʼ ἐπισταίμην λέγειν.,Αἵμων,Αιμων,Aimwn
687,γένοιτο μέντἂν χἀτέρῳ καλῶς ἔχον.,Αἵμων,Αιμων,Aimwn
688,σοῦ δʼ οὖν πέφυκα πάντα προσκοπεῖν ὅσα,Αἵμων,Αιμων,Aimwn
689,λέγει τις ἢ πράσσει τις ἢ ψέγειν ἔχει.,Αἵμων,Αιμων,Aimwn
690,τὸ γὰρ σὸν ὄμμα δεινὸν ἀνδρὶ δημότῃ,Αἵμων,Αιμων,Aimwn
691,"λόγοις τοιούτοις, οἷς σὺ μὴ τέρψει κλύων·",Αἵμων,Αιμων,Aimwn
692,"ἐμοὶ δʼ ἀκούειν ἔσθʼ ὑπὸ σκότου τάδε,",Αἵμων,Αιμων,Aimwn
693,"τὴν παῖδα ταύτην οἷʼ, ὀδύρεται πόλις,",Αἵμων,Αιμων,Aimwn
694,πασῶν γυναικῶν ὡς ἀναξιωτάτη,Αἵμων,Αιμων,Aimwn
695,κάκιστʼ ἀπʼ ἔργων εὐκλεεστάτων φθίνει.,Αἵμων,Αιμων,Aimwn
696,ἥτις τὸν αὑτῆς αὐτάδελφον ἐν φοναῖς,Αἵμων,Αιμων,Aimwn
697,πεπτῶτʼ ἄθαπτον μήθʼ ὑπʼ ὠμηστῶν κυνῶν,Αἵμων,Αιμων,Aimwn
698,εἴασʼ ὀλέσθαι μήθʼ ὑπʼ οἰωνῶν τινος.,Αἵμων,Αιμων,Aimwn
699,οὐχ ἥδε χρυσῆς ἀξία τιμῆς λαχεῖν;,Αἵμων,Αιμων,Aimwn
700,τοιάδʼ ἐρεμνὴ σῖγʼ ἐπέρχεται φάτις.,Αἵμων,Αιμων,Aimwn
701,"ἐμοὶ δὲ σοῦ πράσσοντος εὐτυχῶς, πάτερ,",Αἵμων,Αιμων,Aimwn
702,"οὐκ ἔστιν οὐδὲν κτῆμα τιμιώτερον,",Αἵμων,Αιμων,Aimwn
703,τί γὰρ πατρὸς θάλλοντος εὐκλείας τέκνοις,Αἵμων,Αιμων,Aimwn
704,"ἄγαλμα μεῖζον, ἢ τί πρὸς παίδων πατρί;",Αἵμων,Αιμων,Aimwn
705,"μή νυν ἓν ἦθος μοῦνον ἐν σαυτῷ φόρει,",Αἵμων,Αιμων,Aimwn
706,"ὡς φὴς σύ, κοὐδὲν ἄλλο, τοῦτʼ ὀρθῶς ἔχειν.",Αἵμων,Αιμων,Aimwn
707,"ὅστις γὰρ αὐτὸς ἢ φρονεῖν μόνος δοκεῖ,",Αἵμων,Αιμων,Aimwn
708,"ἢ γλῶσσαν, ἣν οὐκ ἄλλος, ἢ ψυχὴν ἔχειν,",Αἵμων,Αιμων,Aimwn
709,οὗτοι διαπτυχθέντες ὤφθησαν κενοί.,Αἵμων,Αιμων,Aimwn
710,"ἀλλʼ ἄνδρα, κεἴ τις ᾖ σοφός, τὸ μανθάνειν",Αἵμων,Αιμων,Aimwn
711,"πόλλʼ, αἰσχρὸν οὐδὲν καὶ τὸ μὴ τείνειν ἄγαν.",Αἵμων,Αιμων,Aimwn
712,ὁρᾷς παρὰ ῥείθροισι χειμάρροις ὅσα,Αἵμων,Αιμων,Aimwn
713,"δένδρων ὑπείκει, κλῶνας ὡς ἐκσῴζεται,",Αἵμων,Αιμων,Aimwn
714,τὰ δʼ ἀντιτείνοντʼ αὐτόπρεμνʼ ἀπόλλυται.,Αἵμων,Αιμων,Aimwn
715,αὕτως δὲ ναὸς ὅστις ἐγκρατῆ πόδα,Αἵμων,Αιμων,Aimwn
716,"τείνας ὑπείκει μηδέν, ὑπτίοις κάτω",Αἵμων,Αιμων,Aimwn
717,στρέψας τὸ λοιπὸν σέλμασιν ναυτίλλεται.,Αἵμων,Αιμων,Aimwn
718,ἀλλʼ εἶκε καὶ θυμῷ μετάστασιν δίδου.,Αἵμων,Αιμων,Aimwn
719,γνώμη γὰρ εἴ τις κἀπʼ ἐμοῦ νεωτέρου,Αἵμων,Αιμων,Aimwn
720,"πρόσεστι, φήμʼ ἔγωγε πρεσβεύειν πολὺ",Αἵμων,Αιμων,Aimwn
721,φῦναι τὸν ἄνδρα πάντʼ ἐπιστήμης πλέων·,Αἵμων,Αιμων,Aimwn
722,"εἰ δʼ οὖν, φιλεῖ γὰρ τοῦτο μὴ ταύτῃ ῥέπειν,",Αἵμων,Αιμων,Aimwn
723,καὶ τῶν λεγόντων εὖ καλὸν τὸ μανθάνειν.,Αἵμων,Αιμων,Aimwn
724,"ἄναξ, σέ τʼ εἰκός, εἴ τι καίριον λέγει,",Χορός,Χορος,Xoros
725,"μαθεῖν, σέ τʼ αὖ τοῦδʼ· εὖ γὰρ εἴρηται διπλῇ.",Χορός,Χορος,Xoros
726,οἱ τηλικοίδε καὶ διδαξόμεσθα δὴ,Κρέων,Κρεων,Krewn
727,φρονεῖν ὑπʼ ἀνδρὸς τηλικοῦδε τὴν φύσιν;,Κρέων,Κρεων,Krewn
728,"μηδὲν τὸ μὴ δίκαιον· εἰ δʼ ἐγὼ νέος,",Αἵμων,Αιμων,Aimwn
729,οὐ τὸν χρόνον χρὴ μᾶλλον ἢ τἄργα σκοπεῖν.,Αἵμων,Αιμων,Aimwn
730,ἔργον γάρ ἐστι τοὺς ἀκοσμοῦντας σέβειν;,Κρέων,Κρεων,Krewn
731,"οὐδʼ ἂν κελεύσαιμʼ, εὐσεβεῖν εἰς τοὺς κακούς.",Αἵμων,Αιμων,Aimwn
732,οὐχ ἥδε γὰρ τοιᾷδʼ ἐπείληπται νόσῳ;,Κρέων,Κρεων,Krewn
733,οὔ φησι Θήβης τῆσδʼ ὁμόπτολις λεώς.,Αἵμων,Αιμων,Aimwn
734,πόλις γὰρ ἡμῖν ἁμὲ χρὴ τάσσειν ἐρεῖ;,Κρέων,Κρεων,Krewn
735,ὁρᾷς τόδʼ ὡς εἴρηκας ὡς ἄγαν νέος;,Αἵμων,Αιμων,Aimwn
736,ἄλλῳ γὰρ ἢ ʼμοὶ χρή με τῆσδʼ ἄρχειν χθονός;,Κρέων,Κρεων,Krewn
737,πόλις γὰρ οὐκ ἔσθʼ ἥτις ἀνδρός ἐσθʼ ἑνός.,Αἵμων,Αιμων,Aimwn
738,οὐ τοῦ κρατοῦντος ἡ πόλις νομίζεται;,Κρέων,Κρεων,Krewn
